Case Name,Appeal Number,Release Date,Status,File Path,PDF URL,Pages,Chunks
"PFIZER, INC. V. TEVA PHARMACEUTICALS USA INC.",2007-1271,2008-03-07,completed,,https://cafc.uscourts.gov/opinions-orders/07-1271.pdf,26,13
MARANDOLA V. U.S.,2007-5136,2008-03-07,completed,,https://storage.courtlistener.com/pdf/2008/03/06/Marandola_v._U.S..pdf,0,3
SAVITZ V. PEAK,2007-7239,2008-03-06,completed,,https://cafc.uscourts.gov/opinions-orders/07-7239.pdf,7,4
CSX CORP. V. U.S.,2007-5003,2008-03-06,completed,,https://cafc.uscourts.gov/opinions-orders/07-5003.pdf,46,23
AMERICAN SAVINGS BANK V. U.S.,2007-5067,2008-03-06,completed,,https://cafc.uscourts.gov/opinions-orders/07-5067.pdf,21,11
FIRST FEDERAL LINCOLN BANK V. U.S.,2007-5044,2008-03-05,completed,,https://cafc.uscourts.gov/opinions-orders/07-5044.pdf,35,18
JOHNSTON V. MERIT SYSTEMS PROTECTION BOARD,2007-3167,2008-03-03,completed,,https://cafc.uscourts.gov/opinions-orders/07-3167.pdf,13,7
MICRON TECH. V. MOSAID TECH.,2007-1080,2008-02-29,completed,,https://cafc.uscourts.gov/opinions-orders/07-1080.pdf,14,7
REGENTS OF THE U. OF CALIFORNIA V. DAKOCYTOMATION CALIFORNIA,2006-1452,2008-02-28,completed,,https://www.cafc.uscourts.gov/opinions-orders/06-1334.pdf,33,17
AMADO V. MICROSOFT CORP.,2007-1236,2008-02-26,completed,,https://cafc.uscourts.gov/opinions-orders/07-1236.pdf,19,10
BAIRD V. DEPT. OF THE ARMY,2007-3046,2008-02-26,completed,,https://cafc.uscourts.gov/opinions-orders/07-3046.pdf,16,8
MOLA DEVELOPMENT CO. V. U.S.,2007-5058,2008-02-25,completed,,https://www.cafc.uscourts.gov/opinions-orders/07-5058.pdf,27,14
CANADIAN LUMBER TRADE ALLIANCE V. U.S.,2006-1622,2008-02-25,completed,,https://cafc.uscourts.gov/opinions-orders/06-1622.pdf,44,22
ATLANTA ATTACHMENT CO. V. LEGGETT AND PLATT INC.,2007-1188,2008-02-21,completed,,https://cafc.uscourts.gov/opinions-orders/07-1188.pdf,17,9
SAKAR INTERNATIONAL INC. V. U.S.,2007-1173,2008-02-19,completed,,https://cafc.uscourts.gov/opinions-orders/07-1173.pdf,18,9
AD HOC SHRIMP ACTION TRADE COMMITTEE V. U.S.,2007-1230,2008-02-15,completed,,https://cafc.uscourts.gov/opinions-orders/07-1230.pdf,20,10
CHAMBERS V. DEPT. OF THE INTERIOR,2007-3050,2008-02-14,completed,,https://cafc.uscourts.gov/opinions-orders/07-3050.pdf,18,9
DDB TECH. V. MLB ADVANCED MEDIA,2007-1211,2008-02-13,completed,,https://cafc.uscourts.gov/opinions-orders/07-1211.pdf,27,14
ZATUCHNI V. SECRETARY OF HEALTH AND HUMAN RESOURCES,2007-5034,2008-02-12,completed,,https://cafc.uscourts.gov/opinions-orders/07-5034.pdf,34,17
IN RE PETRUS A.C.M. NUIJTEN,2006-1371,2008-02-11,completed,,https://cafc.uscourts.gov/opinions-orders/06-1371o.pdf,5,3
INTERNATIONAL RECTIFIER V. IXYS,2007-1063,2008-02-11,completed,,https://cafc.uscourts.gov/opinions-orders/07-1063.pdf,13,7
MIKEN COMPOSITES V. WILSON SPORTING GOODS,2006-1628,2008-02-06,completed,,https://cafc.uscourts.gov/opinions-orders/06-1628.pdf,21,11
AVERA V. SECRETARY OF HEALTH & HUMAN SERVICES,2007-5098,2008-02-06,completed,,https://cafc.uscourts.gov/opinions-orders/07-5098.pdf,19,10
MONSANTO V. DAVID,2007-1104,2008-02-05,completed,,https://cafc.uscourts.gov/opinions-orders/07-1104.pdf,19,10
BAIR V. U.S.,2007-5049,2008-02-05,completed,,https://cafc.uscourts.gov/opinions-orders/07-5049.pdf,15,8
SITRICK V. DREAMWORKS,2007-1174,2008-02-01,completed,,https://cafc.uscourts.gov/opinions-orders/07-1174r.pdf,16,8
IN RE ROCHE MOLECULAR SYSTEMS,2008-M854,2008-02-01,completed,,https://www.cafc.uscourts.gov/opinions-orders/14-121.motion_panel_order.4-22-2014.1.pdf,5,3
TIVO V. ECHOSTAR COMMUNICATIONS,2006-1574,2008-01-31,completed,,https://cafc.uscourts.gov/opinions-orders/06-1574.pdf,37,19
DELAROSA V. PEAKE,2007-7108,2008-01-31,completed,,https://cafc.uscourts.gov/opinions-orders/07-7108.pdf,8,4
OATEY V. IPS,2007-1214,2008-01-30,completed,,https://cafc.uscourts.gov/opinions-orders/07-1214.pdf,12,6
TRIMED V. STRYKER,2007-1327,2008-01-29,completed,,https://cafc.uscourts.gov/opinions-orders/07-1327.pdf,10,5
AMERICAN SEATING V. USSC GROUP,2007-1112,2008-01-29,completed,,https://cafc.uscourts.gov/opinions-orders/07-1112.pdf,13,7
HALLIBURTON ENERGY SVCS. V. M-I,2007-1149,2008-01-25,completed,,https://cafc.uscourts.gov/opinions-orders/07-1149.pdf,21,11
TIMBER PRODUCTS V. U.S.,2007-1136,2008-01-24,completed,,https://cafc.uscourts.gov/opinions-orders/07-1136.pdf,16,8
METCHEM V. U.S.,2007-1138,2008-01-22,completed,,https://cafc.uscourts.gov/opinions-orders/07-1138.pdf,11,6
DOE V. U.S.,2007-5107,2008-01-22,completed,,https://cafc.uscourts.gov/opinions-orders/07-5107.pdf,20,10
INNOGENETICS V. ABBOTT LABORATORIES,2007-1145,2008-01-17,completed,,https://cafc.uscourts.gov/opinions-orders/07-1145.pdf,29,15
BALDWIN GRAPHIC SYSTEMS V. SIEBERT,2007-1262,2008-01-15,completed,,https://cafc.uscourts.gov/opinions-orders/07-1262.pdf,16,8
NATIONAL WESTMINSTER BANK V. U.S.,2007-5028,2008-01-15,completed,,https://cafc.uscourts.gov/opinions-orders/07-5028.pdf,30,15
ST. CHRISTOPHER ASSOCIATES V. U.S.,2007-5069,2008-01-09,completed,,https://cafc.uscourts.gov/opinions-orders/07-5069.pdf,17,9
U.S. TSUBAKI V. U.S.,2007-1094,2008-01-09,completed,,https://cafc.uscourts.gov/opinions-orders/07-1094.pdf,11,6
PENNZOIL-QUAKER STATE V. U.S.,2006-5142,2008-01-08,completed,,https://cafc.uscourts.gov/opinions-orders/06-5142.pdf,19,10
GRANITE MANAGEMENT V. U.S.,2007-5054,2008-01-08,completed,,https://cafc.uscourts.gov/opinions-orders/07-5054.pdf,10,5
MCGEE V. PEAKE,2007-7071,2008-01-08,completed,,https://storage.courtlistener.com/pdf/2008/01/08/McGee_v._Peake.pdf,0,7
SRI INTERNATIONAL V. INTERNET SECURITY SYSTEMS,2007-1065,2008-01-08,completed,,https://cafc.uscourts.gov/opinions-orders/07-1065.pdf,36,18
CORDIS CORP. V. MEDTRONIC,2006-1393,2008-01-07,completed,,https://cafc.uscourts.gov/opinions-orders/06-1393.pdf,47,24
SKF USA V. U.S.[REISSUED],2007-1039,2008-01-07,completed,,https://cafc.uscourts.gov/opinions-orders/07-1039r.pdf,13,7
RODRIGUEZ V. PEAKE,2006-7023,2008-01-07,completed,,https://cafc.uscourts.gov/opinions-orders/06-7023.pdf,19,10
GILDA INDUSTRIES V. U.S.,2007-1172,2008-01-04,completed,,https://cafc.uscourts.gov/opinions-orders/07-1172.pdf,8,4
SINORGCHEM V. ITC & FLEXSYS AMERICA,2006-1633,2007-12-21,completed,,https://cafc.uscourts.gov/opinions-orders/06-1633.pdf,29,15
NSK V. U.S.,2007-1114,2007-12-14,completed,,https://cafc.uscourts.gov/opinions-orders/07-1114.pdf,18,9
CARPENTER TECHNOLOGY CORP. V. U.S.,2006-1630,2007-12-14,completed,,https://cafc.uscourts.gov/opinions-orders/06-1630.pdf,9,5
GRAHAM ENGINEERING V. U.S.,2007-1167,2007-12-14,completed,,https://cafc.uscourts.gov/opinions-orders/07-1167.pdf,9,5
RENDA MARINE V. U.S.,2006-5127,2007-12-11,completed,,https://cafc.uscourts.gov/opinions-orders/06-5127.pdf,17,9
MOTOROLA V. U.S.,2007-1073,2007-12-10,completed,,https://cafc.uscourts.gov/opinions-orders/07-1073.pdf,7,4
IN RE GARNER,2007-1221,2007-12-05,completed,,https://cafc.uscourts.gov/opinions-orders/07-1221.pdf,10,5
SAMUEL AARON INC. V. U.S. [ERRATA],2006-1591,2007-11-30,completed,,https://cafc.uscourts.gov/opinions-orders/06-1591e.pdf,1,1
ELBEX VIDEO V. SENSORMATIC ELECTRONICS,2007-1097,2007-11-28,completed,,https://cafc.uscourts.gov/opinions-orders/07-1097.pdf,18,9
STUMBO V. EASTMAN OUTDOORS,2007-1186,2007-11-28,completed,,https://cafc.uscourts.gov/opinions-orders/07-1186.pdf,13,7
VANIEKEN-RYALS V. OFFICE OF PERSONNEL MANAGEMENT,2006-3260,2007-11-26,completed,,https://cafc.uscourts.gov/opinions-orders/06-3260.pdf,17,9
DEGUSSA CORP. V. U.S.,2007-1020,2007-11-26,completed,,https://cafc.uscourts.gov/opinions-orders/07-1020.pdf,13,7
MAGNOLA METALLURGY V. U.S.,2007-1099,2007-11-20,completed,,https://cafc.uscourts.gov/opinions-orders/07-1099.pdf,16,8
AGRO DUTCH INDUSTRIES V. U.S.,2007-1011,2007-11-20,completed,,https://cafc.uscourts.gov/opinions-orders/07-1011.pdf,17,9
JENNINGS V. MANSFIELD,2007-7060,2007-11-20,completed,,https://cafc.uscourts.gov/opinions-orders/07-7060.pdf,12,6
REID V. MERIT SYSTEMS PROTECTION BOARD,2007-3056,2007-11-19,completed,,https://cafc.uscourts.gov/opinions-orders/07-3056.pdf,9,5
"Z4 TECHNOLOGIES V. MICROSOFT CORPORATION, ET AL.",2006-1638,2007-11-16,completed,,https://cafc.uscourts.gov/opinions-orders/06-1638.pdf,27,14
APOTEX CORP. V. MERCK & CO.,2006-1405,2007-11-16,completed,,https://cafc.uscourts.gov/opinions-orders/06-1405.pdf,11,6
STELZEL V. MANSFIELD,2007-7109,2007-11-15,completed,,https://cafc.uscourts.gov/opinions-orders/07-7109.pdf,7,4
"ZENON ENVIRONMENTAL, INC. V. U.S. FILTER CORP.",2006-1266,2007-11-07,completed,,https://cafc.uscourts.gov/opinions-orders/06-1266.pdf,27,14
JOSEPH V. FEDERAL TRADE COMMISSION,2007-3073,2007-11-05,completed,,https://cafc.uscourts.gov/opinions-orders/07-3073.pdf,9,5
U.S. PHILIPS CORPORATION V. IWASAKI ELECTRIC COMPANY LTD.,2007-1117,2007-11-02,completed,,https://cafc.uscourts.gov/opinions-orders/07-1117.pdf,18,9
DIGEO V. AUDIBLE,2007-1133,2007-11-01,completed,,https://cafc.uscourts.gov/opinions-orders/07-1133.pdf,14,7
"OSRAM GMBH, ET AL. V. INTERNATIONAL TRADE COMMISSION",2006-1282,2007-10-31,completed,,https://cafc.uscourts.gov/opinions-orders/06-1282.pdf,20,10
BIOTECHNOLOGY INDUSTRY ORGANIZATION. V. DISTRICT OF COLUMBIA.,2006-1593,2007-10-30,completed,,https://cafc.uscourts.gov/opinions-orders/06-1593o.pdf,19,10
"BIOMEDICAL PATENT MANAGEMENT CORPORATION V. STATE OF CALIFORNIA, DEPT. OF HEALTH SERVICES",2006-1515,2007-10-23,completed,,https://cafc.uscourts.gov/opinions-orders/06-1515.pdf,28,14
GUTKOWSKI V. U.S. POSTAL SERVICE,2007-3022,2007-10-23,completed,,https://cafc.uscourts.gov/opinions-orders/07-3022.pdf,8,4
YRACHETA V. MANSFIELD,2007-7066,2007-10-18,completed,,https://cafc.uscourts.gov/opinions-orders/07-7066.pdf,2,1
PAICE V. TOYOTA MOTOR CORPORATION,2006-1610,2007-10-18,completed,,https://cafc.uscourts.gov/opinions-orders/06-1610.pdf,41,21
DYE V. MANSFIELD,2007-7093,2007-10-16,completed,,https://cafc.uscourts.gov/opinions-orders/07-7093.pdf,8,4
LOWDER V. DEPT. OF HOMELAND SECURITY,2006-3181,2007-10-16,completed,,https://cafc.uscourts.gov/opinions-orders/06-3181.pdf,11,6
"AIR MEASUREMENT TECHNOLOGIES V. AKIN GUMP STRAUSS HAUER & FELD, L.L.P.",2007-1035,2007-10-15,completed,,https://cafc.uscourts.gov/opinions-orders/07-1035.pdf,17,9
WILSON V. MANSFIELD,2007-7099,2007-10-15,completed,,https://cafc.uscourts.gov/opinions-orders/07-7099.pdf,13,7
INTERNATIONAL GAMCO V. MULTIMEDIA GAMES,2007-1034,2007-10-15,completed,,https://cafc.uscourts.gov/opinions-orders/07-1034.pdf,16,8
"IMMUNOCEPT, LLC, ET AL. V. FULBRIGHT & JAWORSKI, LLP",2006-1432,2007-10-15,completed,,https://cafc.uscourts.gov/opinions-orders/06-1432.pdf,14,7
"IN RE TRANSLOGIC TECHNOLOGY, INC.",2006-1192,2007-10-12,completed,,https://cafc.uscourts.gov/opinions-orders/06-1192.pdf,22,11
SCHWARZ PHARMA V. PADDOCK LABORATORIES,2007-1074,2007-10-12,completed,,https://cafc.uscourts.gov/opinions-orders/07-1074.pdf,14,7
"ALLVOICE COMPUTING PLC V. NUANCE COMMUNICATIONS, INC. (FORMERLY KNOWN AS SCANSOFT, INC.)",2006-1440,2007-10-12,completed,,https://cafc.uscourts.gov/opinions-orders/06-1440.pdf,20,10
ABBOTT LABORATORIES V. TORPHARM,2007-1019,2007-10-11,completed,,https://cafc.uscourts.gov/opinions-orders/07-1019.pdf,20,10
NILSSEN V. OSRAM SYLVANIA,2006-1550,2007-10-10,completed,,https://storage.courtlistener.com/pdf/2008/06/17/Nilssen_v._Osram_Sylvania.pdf,0,12
BAUM RESEARCH AND DEVELOPMENT COMPANY V. UNIVERSITY OF MASSACHUSETTS AT LOWELL,2006-1330,2007-10-10,completed,,https://cafc.uscourts.gov/opinions-orders/06-1330.pdf,9,5
ACCEPTANCE INSURANCE COMPANIES V. U.S.,2007-1127,2007-10-10,completed,,https://cafc.uscourts.gov/opinions-orders/07-1127c.pdf,20,10
AUGUSTINE V. DEPT. OF VETERANS AFFAIRS,2006-3307,2007-10-05,completed,,https://cafc.uscourts.gov/opinions-orders/06-3307.pdf,8,4
MONSANTO CO. V. SYNGENTA SEEDS,2006-1472,2007-10-04,completed,,https://cafc.uscourts.gov/opinions-orders/06-1472.pdf,17,9
SECRETARY OF THE NAVY V. BATH IRON WORKS,2006-1578,2007-10-04,completed,,https://cafc.uscourts.gov/opinions-orders/06-1578.pdf,11,6
SOMERSET PHARMACEUTICALS V. DUDAS,2007-1447,2007-10-04,completed,,https://cafc.uscourts.gov/opinions-orders/07-1447r.pdf,5,3
MLECHICK V. MANSFIELD,2006-7362,2007-10-04,completed,,https://cafc.uscourts.gov/opinions-orders/06-7362.pdf,10,5
TRAFNY V. U.S.,2007-5050,2007-10-02,completed,,https://cafc.uscourts.gov/opinions-orders/07-5050.pdf,4,2
IPVENTURE V. PROSTAR COMPUTER,2006-1012,2007-09-28,completed,,https://cafc.uscourts.gov/opinions-orders/06-1012.pdf,7,4
"IN RE DAVID BUSZARD, ET AL.",2006-1489,2007-09-27,completed,,https://cafc.uscourts.gov/opinions-orders/06-1489.pdf,14,7
CITY LINE JOINT VENTURE V. U.S.,2006-5102,2007-09-27,completed,,https://cafc.uscourts.gov/opinions-orders/06-5102.pdf,8,4
CIAS V. ALLIANCE GAMING CORPORATION,2006-1342,2007-09-27,completed,,https://cafc.uscourts.gov/opinions-orders/06-1342.pdf,14,7
"VERIZON SERVICES CORP., ET AL. V. VONAGE HOLDINGS CORP., ET AL.",2007-1240,2007-09-26,completed,,https://cafc.uscourts.gov/opinions-orders/07-1240.pdf,42,21
"CIENEGA GARDENS, ET AL. V. U.S.",2006-5051,2007-09-25,completed,,https://cafc.uscourts.gov/opinions-orders/06-5051.pdf,50,25
CONOCOPHILLIPS V. U.S. AND LA GLORIA OIL AND GAS COMPANY V. U.S.,2007-5004,2007-09-21,completed,,https://cafc.uscourts.gov/opinions-orders/07-5004.pdf,15,8
"EURODIF S.A. V. U.S [REVISED OCTOBER 16, 2007]",2007-1005,2007-09-21,completed,,https://cafc.uscourts.gov/opinions-orders/07-1005r.pdf,9,5
"IN RE GABAPENTIN PATENT LITIGATION, ET AL.",2006-1572,2007-09-21,completed,,https://cafc.uscourts.gov/opinions-orders/06-1572.pdf,21,11
CORUS STAAL BV V. U.S.,2006-1652,2007-09-21,completed,,https://cafc.uscourts.gov/opinions-orders/06-1652.pdf,21,11
JACOBSEN V. DEPT. OF JUSTICE,2007-3006,2007-09-20,completed,,https://cafc.uscourts.gov/opinions-orders/07-3006.pdf,10,5
"BMC RESOURCES V. PAYMENTECH, L.P.",2006-1503,2007-09-20,completed,,https://cafc.uscourts.gov/opinions-orders/06-1503.pdf,15,8
GP INDUCTRIES V. ERAN INDUSTRIES,2007-1087,2007-09-20,completed,,https://cafc.uscourts.gov/opinions-orders/07-1087.pdf,12,6
"MORROW, ET AL. V. MICROSOFT CORPORATION",2006-1512,2007-09-19,completed,,https://cafc.uscourts.gov/opinions-orders/06-1512.pdf,31,16
MERCK & CO. V. U.S.,2006-1538,2007-09-19,completed,,https://cafc.uscourts.gov/opinions-orders/06-1538.pdf,17,9
"ADENTA GMBH, ET AL. V. ORTHOARM",2006-1571,2007-09-19,completed,,https://cafc.uscourts.gov/opinions-orders/06-1571.pdf,19,10
ACE CONSTRUCTORS V. U.S.,2006-5093,2007-09-19,completed,,https://cafc.uscourts.gov/opinions-orders/06-5093.pdf,13,7
LAROSA'A INTERNATIONAL FUEL CO. V. U.S.,2007-5017,2007-09-18,completed,,https://cafc.uscourts.gov/opinions-orders/07-5017.pdf,15,8
MAYFIELD V. NICHOLSON,2007-7130,2007-09-17,completed,,https://storage.courtlistener.com/pdf/2007/09/17/Mayfield_v._Nicholson.pdf,0,7
"MCZEAL, JR. (DOING BUSINESS AS INTERNATIONAL WALKIE TALKIE) V. SPRINT NEXTEL CORPORATION",2006-1548,2007-09-14,completed,,https://cafc.uscourts.gov/opinions-orders/06-1548.pdf,19,10
"DEARCHIBOLD, ET AL. V. U.S.",2007-1032,2007-09-14,completed,,https://cafc.uscourts.gov/opinions-orders/07-1032.pdf,12,6
"FERREIRO, ET AL. V. U.S.",2006-5135,2007-09-14,completed,,https://cafc.uscourts.gov/opinions-orders/06-5135.pdf,8,4
"THE LONG ISLAND SAVINGS BANK, FSB V. U.S.",2006-5029,2007-09-13,completed,,https://cafc.uscourts.gov/opinions-orders/06-5029r.pdf,33,17
THE NAVAJO NATION V. U.S.,2006-5059,2007-09-13,completed,,https://cafc.uscourts.gov/opinions-orders/06-5059.pdf,39,20
"DAIICHI SANKYO CO., LTD (FORMERLY KNOWN AS DAIICHI PHARMACEUTICAL CO., LTD) V. APOTEX",2006-1564,2007-09-12,completed,,https://cafc.uscourts.gov/opinions-orders/06-1564r.pdf,9,5
ACCO BRANDS (DOING BUSINESS AS KENSINGTON TECHNOLOGY GROUP) V. ABA LOCKS MANUFACTURER CO,2006-1570,2007-09-12,completed,,https://cafc.uscourts.gov/opinions-orders/06-1570.pdf,12,6
L.B. PLASTICS V. AMERIMAX HOME PRODUCTS (DOING BUSINESS AS GUTTER WORLD),2006-1465,2007-09-12,completed,,https://cafc.uscourts.gov/opinions-orders/06-1465.pdf,12,6
"ARMINAK AND ASSOCIATES V. SAINT-GOBAIN CALMAR (NOW KNOWN AS MEADWESTVACO CALMAR, INC.)",2006-1561,2007-09-12,completed,,https://cafc.uscourts.gov/opinions-orders/06-1561.pdf,20,10
"MICHAEL SIMON DESIGN, INC. V. U.S.",2007-1028,2007-09-11,completed,,https://cafc.uscourts.gov/opinions-orders/07-1028.pdf,7,4
"AVENTIS PHARMA DEUTSCHLAND GMBH V. LUPIN, LTD.",2006-1530,2007-09-11,completed,,https://cafc.uscourts.gov/opinions-orders/06-1530.pdf,19,10
"ANDINO V. NICHOLSON [CORRECTED SEPTEMBER 26, 2007]",2006-7313,2007-09-10,completed,,https://cafc.uscourts.gov/opinions-orders/06-7313c.pdf,6,3
CLEO INC. V. U.S.,2007-1036,2007-09-10,completed,,https://cafc.uscourts.gov/opinions-orders/07-1036.pdf,21,11
"GILLESPIE V. DYWIDAG SYSTEMS INTERNATIONAL, USA",2006-1382,2007-09-06,completed,,https://cafc.uscourts.gov/opinions-orders/06-1382.pdf,11,6
AUTOMOTIVE TECHNOLOGIES INTERNATIONAL V. BMW OF NORTH AMERICA,2006-1013,2007-09-06,completed,,https://cafc.uscourts.gov/opinions-orders/06-1013.pdf,23,12
MITUTOYO CORPORATION V. CENTRAL PURCHASING,2006-1312,2007-09-05,completed,,https://cafc.uscourts.gov/opinions-orders/06-1312.pdf,13,7
FOREST LABORATORIES V. IVAX PHARMACEUTICALS,2007-1059,2007-09-05,completed,,https://cafc.uscourts.gov/opinions-orders/07-1059.pdf,21,11
"ROBINSON, JR., V. DEPT. OF HOMELAND SECURITY [CORRECTED 8/30/07]",2006-3123,2007-08-30,completed,,https://cafc.uscourts.gov/opinions-orders/06-3123c.pdf,20,10
HUGHES V. U.S.,2006-5112,2007-08-29,completed,,https://cafc.uscourts.gov/opinions-orders/06-5112.pdf,14,7
"PUCILOWSKI, JR. V. DEPT. OF JUSTICE",2006-3388,2007-08-29,completed,,https://cafc.uscourts.gov/opinions-orders/06-3388.pdf,7,4
IN RE JOHN B. SULLIVAN,2006-1507,2007-08-29,completed,,https://cafc.uscourts.gov/opinions-orders/06-1507.pdf,15,8
HERNANDEZ V. DEPT. OF THE AIR FORCE,2006-3375,2007-08-27,completed,,https://cafc.uscourts.gov/opinions-orders/06-3375.pdf,11,6
"ORMCO CORPORATION, ET AL. V. ALIGN TECHNOLOGY",2006-1240,2007-08-24,completed,,https://cafc.uscourts.gov/opinions-orders/06-1240.pdf,37,19
"IN RE SEAGATE TECHNOLOGY, LLC.",2006-M830,2007-08-24,completed,,http://cafc.uscourts.gov/opinions-orders/07-1485.pdf,20,10
"SHUM V. INTEL CORPORATION, ET AL.",2006-1249,2007-08-24,completed,,https://cafc.uscourts.gov/opinions-orders/06-1249.pdf,23,12
NATIONAL AMERICAN INSURANCE COMPANY V. U.S.,2007-5016,2007-08-23,completed,,https://cafc.uscourts.gov/opinions-orders/07-5016.pdf,11,6
IN RE TRANS TEXAS HOLDINGS CORP.,2006-1599,2007-08-22,completed,,https://cafc.uscourts.gov/opinions-orders/06-1599.pdf,20,10
"AVTEL SERVICES, INC. V. U.S., ET AL. [ORDER]",2006-5060,2007-08-21,completed,,https://cafc.uscourts.gov/opinions-orders/06-5060o.pdf,9,5
"FRAZER, ET AL. V. SCHLEGEL, ET AL.",2006-1154,2007-08-20,completed,,https://cafc.uscourts.gov/opinions-orders/06-1154.pdf,13,7
U.S. V. FORD MOTOR COMPANY,2006-1479,2007-08-17,completed,,https://cafc.uscourts.gov/opinions-orders/06-1479.pdf,13,7
PREMINGER V. SECRETARY OF VETERANS AFFAIRS,2007-7008,2007-08-17,completed,,https://cafc.uscourts.gov/opinions-orders/07-7008.pdf,30,15
WINTER V. CATH-DR/BALTI JOINT VENTURE,2006-1359,2007-08-17,completed,,https://cafc.uscourts.gov/opinions-orders/06-1359.pdf,20,10
GRUMMAN AEROSPACE CORPORATION V. WYNNE,2006-1482,2007-08-17,completed,,https://cafc.uscourts.gov/opinions-orders/06-1482.pdf,17,9
BONNER V. NICHOLSON,2005-7190,2007-08-16,completed,,https://cafc.uscourts.gov/opinions-orders/05-7190.pdf,16,8
NISUS CORPORATION V. PERMA-CHINK SYSTEMS V. TESCHNER,2006-1592,2007-08-13,completed,,https://cafc.uscourts.gov/opinions-orders/06-1592.pdf,12,6
SOUDERS V. SOUTH CAROLINA PUBLIC SERVICE AUTHORITY,2006-1426,2007-08-10,completed,,https://cafc.uscourts.gov/opinions-orders/06-1426.pdf,12,6
BASF V. U.S.,2006-1387,2007-08-10,completed,,https://cafc.uscourts.gov/opinions-orders/06-1387.pdf,11,6
NEWHOUSE V. NICHOLSON,2006-7302,2007-08-10,completed,,https://cafc.uscourts.gov/opinions-orders/06-7302.pdf,8,4
BOSTON SCIENTIFIC SCIMED (FORMERLY KNOWN AS SCIMED LIFE SYSTEMS) V. MEDTRONIC VASCULAR (ALSO KNOWN AS MEDTRONIC AVE),2006-1434,2007-08-08,completed,,https://cafc.uscourts.gov/opinions-orders/06-1434.pdf,8,4
PELEA V. NICHOLSON,2006-7364,2007-08-07,completed,,https://cafc.uscourts.gov/opinions-orders/06-7364.pdf,7,4
SAFETCARE MANUFACTURING V. TELE-MADE,2006-1535,2007-08-03,completed,,https://cafc.uscourts.gov/opinions-orders/06-1535.pdf,14,7
SONY ELECTRONICS V. GUARDIAN MEDIA TECHNOLOGIES,2006-1363,2007-08-03,completed,,https://cafc.uscourts.gov/opinions-orders/06-1363.pdf,35,18
J.G.B. ENTERPRISES V. U.S.,2005-5065,2007-08-02,completed,,https://cafc.uscourts.gov/opinions-orders/05-5065.pdf,6,3
"IN RE ICON HEALTH AND FITNESS, INC.",2006-1573,2007-08-01,completed,,https://cafc.uscourts.gov/opinions-orders/06-1573.pdf,13,7
GENERAL MILLS V. KRAFT FOODS GLOBAL,2006-1569,2007-07-31,completed,,https://cafc.uscourts.gov/opinions-orders/06-1569p.pdf,7,4
"ADAIR, ET AL. V. U.S.",2006-5077,2007-07-30,completed,,https://cafc.uscourts.gov/opinions-orders/06-5077.pdf,23,12
"INTEGRA LIFESCIENCES I, LTD., ET AL. V. MERCK KGAA, ET AL. [CORRECTED]",2002-1052,2007-07-27,completed,,https://cafc.uscourts.gov/opinions-orders/02-1052c.pdf,39,20
KOYO CORPORATION OF U.S.A. V. U.S. [CORRECTED],2006-1226,2007-07-27,completed,,https://cafc.uscourts.gov/opinions-orders/06-1226c.pdf,25,13
U.S. V. NATIONAL SEMICONDUCTOR CORPORATION,2007-1007,2007-07-27,completed,,https://cafc.uscourts.gov/opinions-orders/07-1007.pdf,15,8
"BANK OF AMERICA, FSB V. ROY DOUMANI AND BEVERLY W. THRALL (SUCCESSOR TO THE CLAIMS OF LARRY B. THRALL) V. U.S.",2006-5088,2007-07-26,completed,,https://cafc.uscourts.gov/opinions-orders/06-5088.pdf,19,10
WHEATLAND TUBE COMPANY V. U.S.,2006-1524,2007-07-25,completed,,https://cafc.uscourts.gov/opinions-orders/06-1524.pdf,20,10
GARRISON V. NICHOLSON,2007-7002,2007-07-25,completed,,https://cafc.uscourts.gov/opinions-orders/07-7002.pdf,10,5
